candidate,source,method,bits,clip,step,psnr,ssim,budget_violation_fraction,psnr_p05,min_psnr,quality_violation_fraction,target_mse,feasible,semantic_lowpass_mse,selection_objective,generated_reference_mse,natural_validation_mse,natural_validation_lpips,natural_validation_residual,natural_validation_spectral,natural_validation_cycle,teacher_search_mse,joint_w4_objective,joint_w4_psnr,joint_w4_ssim,fp32_feasible,joint_w4_feasible,code_change_fraction_vs_rtn,code_offset_rms,code_offset_ge_one_fraction
reconstruction_w4_c1.0_step900,reconstruction,reconstruction,4,1.0,900,36.4875373840332,0.9717909693717957,,32.43638610839844,31.996780395507812,0.0,0.00026046394486911595,True,3.291137572887237e-05,0.00026046394486911595,,,,,,,,,,,,,,,
reconstruction_w4_c1.0_step1000,reconstruction,reconstruction,4,1.0,1000,37.13018035888672,0.9730199575424194,,32.93958282470703,32.153541564941406,0.0,0.0002312557197001297,True,1.6851427471920032e-05,0.0002312557197001297,,,,,,,,,,,,,,,
reconstruction_w4_c1.0_step1100,reconstruction,reconstruction,4,1.0,1100,37.094993591308594,0.9734622240066528,,32.682735443115234,32.127010345458984,0.0,0.00023219829781737645,True,1.8410856455375324e-05,0.00023219829781737645,,,,,,,,,,,,,,,
reconstruction_w4_c1.0_step1200,reconstruction,reconstruction,4,1.0,1200,37.170753479003906,0.9731181263923645,,32.88092041015625,32.3215217590332,0.0,0.00022859551318106243,True,2.0781178977813398e-05,0.00022859551318106243,,,,,,,,,,,,,,,
reconstruction_w4_c1.0_step1300,reconstruction,reconstruction,4,1.0,1300,36.99635314941406,0.9734582901000977,,32.94209289550781,32.04218292236328,0.0,0.00023479613082599826,True,2.4170945744117488e-05,0.00023479613082599826,,,,,,,,,,,,,,,
reconstruction_w4_c1.0_step1400,reconstruction,reconstruction,4,1.0,1400,37.472599029541016,0.9744383096694946,,33.093017578125,32.427146911621094,0.0,0.00021628585636790376,True,1.537480295610294e-05,0.00021628585636790376,,,,,,,,,,,,,,,
reconstruction_w4_c1.0_step1500,reconstruction,reconstruction,4,1.0,1500,37.26737976074219,0.9744054079055786,,33.18147659301758,32.48772048950195,0.0,0.00022281787532847376,True,2.2711141446052353e-05,0.00022281787532847376,,,,,,,,,,,,,,,
reconstruction_w4_c1.0_step1600,reconstruction,reconstruction,4,1.0,1600,37.203590393066406,0.9748161435127258,,33.33236312866211,32.27399444580078,0.0,0.0002244984410936013,True,2.0809338320759706e-05,0.0002244984410936013,,,,,,,,,,,,,,,
reconstruction_w4_c1.0_step1700,reconstruction,reconstruction,4,1.0,1700,37.492027282714844,0.9748367071151733,,33.25804901123047,32.40210723876953,0.0,0.00021473487904586364,True,1.2927267084705818e-05,0.00021473487904586364,,,,,,,,,,,,,,,
reconstruction_w4_c1.0_step1800,reconstruction,reconstruction,4,1.0,1800,37.35657501220703,0.9748333096504211,,33.25240707397461,32.32607650756836,0.0,0.00021890417629037983,True,1.802817992029304e-05,0.00021890417629037983,,,,,,,,,,,,,,,
reconstruction_w4_c1.0_step1900,reconstruction,reconstruction,4,1.0,1900,37.35344696044922,0.9742242097854614,,32.994224548339844,32.39577102661133,0.0,0.0002199375878262799,True,1.587097253832326e-05,0.0002199375878262799,,,,,,,,,,,,,,,
reconstruction_w4_c1.0_step2000,reconstruction,reconstruction,4,1.0,2000,37.53679656982422,0.9753938913345337,,33.248619079589844,32.39464569091797,0.0,0.0002130168602889171,True,1.3377067762121442e-05,0.0002130168602889171,,,,,,,,,,,,,,,
natural_full_finetune_w32_c1.0_step0,marked_fp32_fallback,natural_full_finetune,32,1.0,0,120.0,1.0,,120.0,120.0,0.0,0.0044825395657994704,True,0.0,0.012001216937790105,0.0,0.0044825395657994704,0.07518677371990634,,,,,,,,,,,,
natural_full_finetune_w32_c1.0_step100,natural_full_finetune,natural_full_finetune,32,1.0,100,27.64096450805664,0.8048752546310425,,23.41708755493164,22.560504913330078,0.44999998807907104,0.004647587051408664,True,0.0003208932263078168,0.013412883625392169,0.002037092958926223,0.004647587051408664,0.08765296573983505,,,,,,,,,,,,
natural_full_finetune_w32_c1.0_step200,natural_full_finetune,natural_full_finetune,32,1.0,200,27.694469451904297,0.8038015365600586,,22.956798553466797,22.011077880859375,0.4000000059604645,0.004583093272401584,True,0.00030023860417713875,0.013114338451293861,0.002102969994302839,0.004583093272401584,0.08531245178892277,,,,,,,,,,,,
natural_full_finetune_w32_c1.0_step300,natural_full_finetune,natural_full_finetune,32,1.0,300,28.080257415771484,0.8009518384933472,,23.215763092041016,23.036636352539062,0.5,0.0044366258962327265,True,0.00021908877497480716,0.012872419731320407,0.0018984682188602164,0.0044366258962327265,0.0843579383508768,,,,,,,,,,,,
natural_full_finetune_w32_c1.0_step400,natural_full_finetune,natural_full_finetune,32,1.0,400,27.260269165039062,0.7977279424667358,,23.049365997314453,22.50322723388672,0.44999998807907104,0.00467507383444854,False,0.0004993045069568325,0.013433864815385733,0.002219087956473231,0.00467507383444854,0.08758790980937192,,,,,,,,,,,,
natural_full_finetune_w32_c1.0_step500,natural_full_finetune,natural_full_finetune,32,1.0,500,28.175495147705078,0.8035241365432739,,23.509239196777344,22.46887969970703,0.44999998807907104,0.004265440146667743,True,0.0002148030820535496,0.011594495815774052,0.0018990664422744886,0.004265440146667743,0.0732905566910631,,,,,,,,,,,,
natural_full_finetune_w32_c1.0_step600,natural_full_finetune,natural_full_finetune,32,1.0,600,28.000614166259766,0.7947678565979004,,23.181407928466797,22.651653289794922,0.44999998807907104,0.004297565701676831,False,0.00020658136563724838,0.011788001928766789,0.0019370252266526222,0.004297565701676831,0.07490436227089958,,,,,,,,,,,,
natural_full_finetune_w32_c1.0_step700,natural_full_finetune,natural_full_finetune,32,1.0,700,27.72500228881836,0.801766574382782,,23.388118743896484,22.666244506835938,0.44999998807907104,0.00439395361820516,True,0.000307374686235562,0.011736780047726825,0.0019984498736448585,0.00439395361820516,0.07342826429521665,,,,,,,,,,,,
natural_full_finetune_w32_c1.0_step800,natural_full_finetune,natural_full_finetune,32,1.0,800,28.152542114257812,0.8050247430801392,,23.410348892211914,22.755023956298828,0.44999998807907104,0.004232236893983554,True,0.00019778117566602305,0.011267588348380287,0.0018685140821617097,0.004232236893983554,0.07035351454396732,,,,,,,,,,,,
natural_full_finetune_w32_c1.0_step900,natural_full_finetune,natural_full_finetune,32,1.0,900,28.542367935180664,0.8099057078361511,,23.7431640625,23.119335174560547,0.4000000059604645,0.0041166835483181785,True,0.00016476219389005564,0.011205945360097759,0.0017262515786569566,0.0041166835483181785,0.07089261811779579,,,,,,,,,,,,
natural_full_finetune_w32_c1.0_step1000,natural_full_finetune,natural_full_finetune,32,1.0,1000,28.461252212524414,0.8060609102249146,,23.381664276123047,22.95230484008789,0.44999998807907104,0.004079040804043643,True,0.00017942232843779494,0.01071198267219984,0.0017768101970432326,0.004079040804043643,0.06632941868156195,,,,,,,,,,,,
natural_full_finetune_w32_c1.0_step1100,natural_full_finetune,natural_full_finetune,32,1.0,1100,28.748287200927734,0.8130506277084351,,23.741954803466797,23.19135284423828,0.4000000059604645,0.004018533936090307,True,0.00013702548840228702,0.010471832364186185,0.00166123925591819,0.004018533936090307,0.06453298428095877,,,,,,,,,,,,
natural_full_finetune_w32_c1.0_step1200,natural_full_finetune,natural_full_finetune,32,1.0,1200,28.7138671875,0.8133543133735657,,23.877805709838867,23.140422821044922,0.4000000059604645,0.003982338283407216,True,0.0001447785281925462,0.010286964661230514,0.0016708772731362843,0.003982338283407216,0.06304626377823297,,,,,,,,,,,,
natural_full_finetune_w32_c1.0_step1300,natural_full_finetune,natural_full_finetune,32,1.0,1300,28.8795166015625,0.817190945148468,,23.929182052612305,23.275489807128906,0.4000000059604645,0.003975201331286371,True,0.0001225960195370135,0.010220882027442712,0.0016130391872138717,0.003975201331286371,0.062456806961563416,,,,,,,,,,,,
natural_full_finetune_w32_c1.0_step1400,natural_full_finetune,natural_full_finetune,32,1.0,1400,28.94855308532715,0.81788170337677,,23.915111541748047,23.270793914794922,0.4000000059604645,0.003937788990072022,True,0.00011068545682064723,0.009992864617299802,0.0015984751749783753,0.003937788990072022,0.060550756272277795,,,,,,,,,,,,
natural_full_finetune_w32_c1.0_step1500,natural_full_finetune,natural_full_finetune,32,1.0,1500,28.953100204467773,0.8181727528572083,,23.896326065063477,23.36786460876465,0.4000000059604645,0.003880565448781681,True,0.00012272698422748362,0.0098841662184725,0.0015911404028884136,0.003880565448781681,0.0600360076969082,,,,,,,,,,,,
natural_full_finetune_w32_c1.0_step1600,natural_full_finetune,natural_full_finetune,32,1.0,1600,28.996240615844727,0.8190412521362305,,23.940269470214844,23.272397994995117,0.4000000059604645,0.003895735860339755,True,0.0001162762400781503,0.009830766260336077,0.001584904435731005,0.003895735860339755,0.059350303999963216,,,,,,,,,,,,
natural_full_finetune_w32_c1.0_step1700,natural_full_finetune,natural_full_finetune,32,1.0,1700,28.992101669311523,0.8192291259765625,,23.877962112426758,23.314992904663086,0.4000000059604645,0.003854488073244511,True,0.00013518602863769048,0.009765571744406999,0.0015849218005314469,0.003854488073244511,0.05911083671162487,,,,,,,,,,,,
natural_full_finetune_w32_c1.0_step1800,natural_full_finetune,natural_full_finetune,32,1.0,1800,29.06471824645996,0.8200176954269409,,23.920896530151367,23.288131713867188,0.4000000059604645,0.003847736056343365,True,0.0001163572847872274,0.009698626567262636,0.0015684904894442298,0.003847736056343365,0.05850890510919271,,,,,,,,,,,,
natural_full_finetune_w32_c1.0_step1900,natural_full_finetune,natural_full_finetune,32,1.0,1900,29.04288673400879,0.8214112520217896,,23.951019287109375,23.340131759643555,0.4000000059604645,0.0038355782403414196,True,0.00012291734747122974,0.009656659679694712,0.0015687439736211672,0.0038355782403414196,0.05821081439353293,,,,,,,,,,,,
natural_full_finetune_w32_c1.0_step2000,natural_full_finetune,natural_full_finetune,32,1.0,2000,29.10125732421875,0.8215817213058472,,23.990598678588867,23.432445526123047,0.4000000059604645,0.003815559223198761,True,0.0001220793996253633,0.009624696968580794,0.001545917302428279,0.003815559223198761,0.058091377453820314,,,,,,,,,,,,
natural_rounding_w4_c1.0_step0,rtn_fallback,natural_rounding,4,1.0,0,33.350563049316406,0.943604588508606,,29.569313049316406,28.79359245300293,0.0,0.004609984279966284,True,8.52526811286225e-05,0.013215892218420323,0.0005406601558206603,0.004609984279966284,0.08563281597889727,,,,,,,,,,,,
natural_rounding_w4_c1.0_step100,natural_rounding,natural_rounding,4,1.0,100,32.1028938293457,0.9191828966140747,,27.281518936157227,26.815645217895508,0.0,0.004195107237364937,True,6.243819725568756e-05,0.01071668302283797,0.0007529481619712897,0.004195107237364937,0.06490356686845189,,,,,,,,,,,,
natural_rounding_w4_c1.0_step200,natural_rounding,natural_rounding,4,1.0,200,31.546642303466797,0.905207633972168,,26.82660675048828,26.28394317626953,0.0,0.00407927913659023,True,7.166706163843627e-05,0.010492320059188386,0.0008621953980764374,0.00407927913659023,0.06377207391778938,,,,,,,,,,,,
natural_rounding_w4_c1.0_step300,natural_rounding,natural_rounding,4,1.0,300,31.143014907836914,0.8945233225822449,,26.259920120239258,25.805091857910156,0.05000000074505806,0.004016335568167051,True,8.124830674205441e-05,0.010247939978626164,0.0009503957480774261,0.004016335568167051,0.061909802570880856,,,,,,,,,,,,
natural_rounding_w4_c1.0_step400,natural_rounding,natural_rounding,4,1.0,400,30.999425888061523,0.8885744214057922,,26.028474807739258,25.558319091796875,0.05000000074505806,0.003970940278264834,True,7.314457134270924e-05,0.010197667463677363,0.0009852750154095702,0.003970940278264834,0.06190154899741174,,,,,,,,,,,,
natural_rounding_w4_c1.0_step500,natural_rounding,natural_rounding,4,1.0,500,30.692203521728516,0.8795099258422852,,25.74658203125,25.104042053222656,0.10000000149011612,0.003967143378702076,True,7.478744873878895e-05,0.010047003981060242,0.001059178118885029,0.003967143378702076,0.060424668779887725,,,,,,,,,,,,
natural_rounding_w4_c1.0_step600,natural_rounding,natural_rounding,4,1.0,600,30.640270233154297,0.8752692341804504,,25.526487350463867,25.11673355102539,0.15000000596046448,0.0038994447722870973,True,7.392108918793383e-05,0.010047147201794358,0.0010780682001495733,0.0038994447722870973,0.061107418849132955,,,,,,,,,,,,
natural_rounding_w4_c1.0_step700,natural_rounding,natural_rounding,4,1.0,700,30.61795425415039,0.8726698756217957,,25.441829681396484,24.974241256713867,0.15000000596046448,0.003901134050749988,True,7.450589837389998e-05,0.00991698210920049,0.0010932019795291126,0.003901134050749988,0.059785951092635514,,,,,,,,,,,,
natural_rounding_w4_c1.0_step800,natural_rounding,natural_rounding,4,1.0,800,30.530527114868164,0.8711161613464355,,25.41901969909668,24.91961669921875,0.15000000596046448,0.003891808234840255,True,7.108672398317139e-05,0.00987270610156088,0.0011070660562836564,0.003891808234840255,0.05945354504729039,,,,,,,,,,,,
natural_rounding_w4_c1.0_step900,natural_rounding,natural_rounding,4,1.0,900,30.50189781188965,0.8707342147827148,,25.38919448852539,24.94988441467285,0.15000000596046448,0.0038555645978988196,True,7.946566856844583e-05,0.009825161513737156,0.0011153539875522257,0.0038555645978988196,0.05929864081554115,,,,,,,,,,,,
natural_rounding_w4_c1.0_step1000,natural_rounding,natural_rounding,4,1.0,1000,30.506763458251953,0.8699730634689331,,25.291399002075195,24.884958267211914,0.15000000596046448,0.0038729288167473896,True,6.777271119062789e-05,0.009760239619538424,0.0011233014753088354,0.0038729288167473896,0.05853424447195721,,,,,,,,,,,,
natural_rounding_w4_c1.0_step1100,natural_rounding,natural_rounding,4,1.0,1100,30.556201934814453,0.8716273307800293,,25.37209129333496,24.944276809692383,0.15000000596046448,0.0038531937341872435,True,7.416661301249406e-05,0.00972670834081555,0.0011067811370594426,0.0038531937341872435,0.05836431300122058,,,,,,,,,,,,
natural_rounding_w4_c1.0_step1200,natural_rounding,natural_rounding,4,1.0,1200,30.540573120117188,0.8715378642082214,,25.421199798583984,24.86823272705078,0.15000000596046448,0.0038391766730399013,True,7.483139452233445e-05,0.009693363073250794,0.0011082146942499095,0.0038391766730399013,0.05816770702949725,,,,,,,,,,,,
natural_rounding_w4_c1.0_step1300,natural_rounding,natural_rounding,4,1.0,1300,30.542362213134766,0.8719770312309265,,25.483171463012695,24.927295684814453,0.15000000596046448,0.0038405084696933045,True,7.043300465738866e-05,0.00966808434750419,0.0011052505258703604,0.0038405084696933045,0.05792359375482192,,,,,,,,,,,,
natural_rounding_w4_c1.0_step1400,natural_rounding,natural_rounding,4,1.0,1400,30.60430335998535,0.8724763989448547,,25.432254791259766,24.926406860351562,0.15000000596046448,0.003827517802079683,True,7.050013264233712e-05,0.009634820295747203,0.0010961126288748346,0.003827517802079683,0.057720524273463525,,,,,,,,,,,,
natural_rounding_w4_c1.0_step1500,natural_rounding,natural_rounding,4,1.0,1500,30.577823638916016,0.8725296854972839,,25.547073364257812,24.996726989746094,0.15000000596046448,0.0038247855237472095,True,6.350357334667933e-05,0.009614161474891603,0.0010929589290753939,0.0038247855237472095,0.057576241644710535,,,,,,,,,,,,
natural_rounding_w4_c1.0_step1600,natural_rounding,natural_rounding,4,1.0,1600,30.590927124023438,0.8722144365310669,,25.472566604614258,24.945619583129883,0.15000000596046448,0.003823119535979913,True,6.389435147866607e-05,0.009567480706562038,0.0010979520899127237,0.003823119535979913,0.05712413994842791,,,,,,,,,,,,
natural_rounding_w4_c1.0_step1700,natural_rounding,natural_rounding,4,1.0,1700,30.606708526611328,0.8727797269821167,,25.515878677368164,24.981002807617188,0.15000000596046448,0.0038103226873289486,True,6.328676872726646e-05,0.00957926384666905,0.001090671894780826,0.0038103226873289486,0.057372977749764686,,,,,,,,,,,,
natural_rounding_w4_c1.0_step1800,natural_rounding,natural_rounding,4,1.0,1800,30.586490631103516,0.8724151849746704,,25.50881576538086,24.95315170288086,0.15000000596046448,0.0038185263093026833,True,7.310937808142625e-05,0.009556937129033827,0.0010963058128254488,0.0038185263093026833,0.0570185613069043,,,,,,,,,,,,
natural_rounding_w4_c1.0_step1900,natural_rounding,natural_rounding,4,1.0,1900,30.599872589111328,0.8724963068962097,,25.515119552612305,24.938785552978516,0.15000000596046448,0.0038176829615252927,True,6.28566495834093e-05,0.009580481605652835,0.0010910112774581648,0.0038176829615252927,0.05731370319335838,,,,,,,,,,,,
natural_rounding_w4_c1.0_step2000,natural_rounding,natural_rounding,4,1.0,2000,30.59357261657715,0.8725954294204712,,25.536245346069336,24.975276947021484,0.15000000596046448,0.003803530478023731,True,7.32420405256562e-05,0.009573129421175964,0.0010954949058941566,0.003803530478023731,0.05732977922889404,,,,,,,,,,,,
natural_teacher_rounding_w4_c1.0_step0,rtn_fallback,natural_teacher_rounding,4,1.0,0,33.350563049316406,0.943604588508606,,29.569313049316406,28.79359245300293,0.0,0.004609984279966284,True,8.52526811286225e-05,0.014827995762595948,0.0005406601558206603,0.004609984279966284,0.08563281597889727,,,,0.0016121035441756248,,,,,,,,
natural_teacher_rounding_w4_c1.0_step100,natural_teacher_rounding,natural_teacher_rounding,4,1.0,100,31.730804443359375,0.9071434140205383,,27.12135124206543,26.530792236328125,0.0,0.004050213261564295,True,7.386814158962806e-05,0.011480383375203473,0.000815182003134396,0.004050213261564295,0.06496081190562109,,,,0.0008971548522822559,,,,,,,,
natural_teacher_rounding_w4_c1.0_step200,natural_teacher_rounding,natural_teacher_rounding,4,1.0,200,31.021982192993164,0.8857122659683228,,26.297000885009766,25.633562088012695,0.10000000149011612,0.003975829370517658,True,8.302019487018696e-05,0.011007640155855824,0.000977509529911913,0.003975829370517658,0.062969062346383,,,,0.0006933944532647729,,,,,,,,
natural_teacher_rounding_w4_c1.0_step300,natural_teacher_rounding,natural_teacher_rounding,4,1.0,300,30.64272689819336,0.8705466389656067,,25.710773468017578,25.166461944580078,0.15000000596046448,0.0039023066314882726,True,7.34620411094511e-05,0.01066381159277512,0.001071067518205382,0.0039023066314882726,0.06145451368865906,,,,0.0005793225718662143,,,,,,,,
natural_teacher_rounding_w4_c1.0_step400,natural_teacher_rounding,natural_teacher_rounding,4,1.0,400,30.43060874938965,0.8625502586364746,,25.324846267700195,24.855998992919922,0.20000000298023224,0.003863466951202099,True,9.467340023547877e-05,0.010560581668846682,0.0011351233421009964,0.003863466951202099,0.061551737857371336,,,,0.0004946042317897081,,,,,,,,
natural_teacher_rounding_w4_c1.0_step500,natural_teacher_rounding,natural_teacher_rounding,4,1.0,500,30.211833953857422,0.854647159576416,,25.036840438842773,24.480398178100586,0.30000001192092896,0.0038724197001727134,True,7.767324459564406e-05,0.010342716435269494,0.0011968548395088873,0.0038724197001727134,0.05972548178397119,,,,0.00045891193440183997,,,,,,,,
natural_teacher_rounding_w4_c1.0_step600,natural_teacher_rounding,natural_teacher_rounding,4,1.0,600,30.13498306274414,0.8511964082717896,,24.770559310913086,24.357301712036133,0.3499999940395355,0.00383048634091665,True,8.300687068185653e-05,0.010279835068672583,0.0012276104433112777,0.00383048634091665,0.05979812172881793,,,,0.000428033119533211,,,,,,,,
natural_teacher_rounding_w4_c1.0_step700,natural_teacher_rounding,natural_teacher_rounding,4,1.0,700,30.062667846679688,0.8483775854110718,,24.759355545043945,24.296531677246094,0.3499999940395355,0.0038411358421512887,True,8.978920304798521e-05,0.010204171107318416,0.0012520289979875087,0.0038411358421512887,0.059128971239260864,,,,0.0004052435397170484,,,,,,,,
natural_teacher_rounding_w4_c1.0_step800,natural_teacher_rounding,natural_teacher_rounding,4,1.0,800,30.062335968017578,0.8494885563850403,,24.81867790222168,24.335432052612305,0.3499999940395355,0.0038173228841742457,True,8.308357682835776e-05,0.010163663704884128,0.001249186453060247,0.0038173228841742457,0.059173081597691635,,,,0.00038749087252654135,,,,,,,,
natural_teacher_rounding_w4_c1.0_step900,natural_teacher_rounding,natural_teacher_rounding,4,1.0,900,30.01296043395996,0.8471654057502747,,24.718605041503906,24.279327392578125,0.3499999940395355,0.0037923728282720504,True,8.787325459707063e-05,0.010085757594558232,0.0012617770655197092,0.0037923728282720504,0.058764066197909415,,,,0.00037304151919670403,,,,,,,,
natural_teacher_rounding_w4_c1.0_step1000,natural_teacher_rounding,natural_teacher_rounding,4,1.0,1000,30.0036563873291,0.8468496203422546,,24.729089736938477,24.274188995361328,0.3499999940395355,0.003814711277172478,True,9.082765736820875e-05,0.010078031493466711,0.0012635301798582077,0.003814711277172478,0.05851953833916923,,,,0.0003659525536932051,,,,,,,,
natural_teacher_rounding_w4_c1.0_step1100,natural_teacher_rounding,natural_teacher_rounding,4,1.0,1100,30.071950912475586,0.8477994203567505,,24.810163497924805,24.32518196105957,0.3499999940395355,0.003790846871694953,True,7.443663271260448e-05,0.009994821220740847,0.0012457651871955022,0.003790846871694953,0.05803728996033897,,,,0.00036302703665569425,,,,,,,,
natural_teacher_rounding_w4_c1.0_step1200,natural_teacher_rounding,natural_teacher_rounding,4,1.0,1200,29.911224365234375,0.8454939723014832,,24.721555709838867,24.21978187561035,0.3499999940395355,0.0037935283154268973,True,0.00010989652218995616,0.009982059261446352,0.0012860085189458914,0.0037935283154268973,0.057829357483569765,,,,0.00035064693656750023,,,,,,,,
natural_teacher_rounding_w4_c1.0_step1300,natural_teacher_rounding,natural_teacher_rounding,4,1.0,1300,30.055450439453125,0.8468877077102661,,24.81716537475586,24.330352783203125,0.3499999940395355,0.003775917846326138,True,7.813646789145423e-05,0.009925879523382263,0.001247717511432711,0.003775917846326138,0.057633697550045326,,,,0.0003475236881058663,,,,,,,,
natural_teacher_rounding_w4_c1.0_step1400,natural_teacher_rounding,natural_teacher_rounding,4,1.0,1400,30.003162384033203,0.8461189270019531,,24.84054946899414,24.33039093017578,0.3499999940395355,0.003774279972532213,True,9.718834171508206e-05,0.009940668951259113,0.0012575392975122668,0.003774279972532213,0.057774797602178296,,,,0.0003403150476515293,,,,,,,,
natural_teacher_rounding_w4_c1.0_step1500,natural_teacher_rounding,natural_teacher_rounding,4,1.0,1500,29.983821868896484,0.8462705612182617,,24.789762496948242,24.3253116607666,0.3499999940395355,0.0037652397445384622,True,9.44792342124856e-05,0.009856335462959009,0.0012685650479397736,0.0037652397445384622,0.05711660323868273,,,,0.00033219577744603157,,,,,,,,
natural_teacher_rounding_w4_c1.0_step1600,natural_teacher_rounding,natural_teacher_rounding,4,1.0,1600,30.008544921875,0.846697986125946,,24.719057083129883,24.24502182006836,0.3499999940395355,0.0037702448653647025,True,9.158214561466593e-05,0.00982647937601655,0.001269957175827585,0.0037702448653647025,0.05677452019881457,,,,0.00033299141796305776,,,,,,,,
natural_teacher_rounding_w4_c1.0_step1700,natural_teacher_rounding,natural_teacher_rounding,4,1.0,1700,30.030391693115234,0.8469976186752319,,24.73212432861328,24.24109649658203,0.3499999940395355,0.003761554953655377,True,9.163502636511112e-05,0.009817563512990547,0.0012650297139771283,0.003761554953655377,0.05680551545447088,,,,0.0003296395007055253,,,,,,,,
natural_teacher_rounding_w4_c1.0_step1800,natural_teacher_rounding,natural_teacher_rounding,4,1.0,1800,30.058568954467773,0.8477938771247864,,24.77556800842285,24.321762084960938,0.3499999940395355,0.0037714274352964594,True,8.34773522001342e-05,0.00981515822870449,0.0012518497460405342,0.0037714274352964594,0.0567203410428192,,,,0.00032995801302604377,,,,,,,,
natural_teacher_rounding_w4_c1.0_step1900,natural_teacher_rounding,natural_teacher_rounding,4,1.0,1900,30.049678802490234,0.8470565676689148,,24.796480178833008,24.288320541381836,0.3499999940395355,0.0037537508401186415,True,8.202013059417368e-05,0.00978447669416198,0.001252476146328263,0.0037537508401186415,0.05666738416766748,,,,0.0003229773719795048,,,,,,,,
natural_teacher_rounding_w4_c1.0_step2000,natural_teacher_rounding,natural_teacher_rounding,4,1.0,2000,30.0209903717041,0.8468345403671265,,24.753925323486328,24.301563262939453,0.3499999940395355,0.0037542312322216276,True,9.297477954532951e-05,0.009785354210168863,0.0012613511964445934,0.0037542312322216276,0.05668112485363963,,,,0.00031652310281060636,,,,,,,,
natural_residual_w4_c1.0_step0,rtn_fallback,natural_residual,4,1.0,0,33.350563049316406,0.943604588508606,,29.569313049316406,28.79359245300293,0.0,0.004609984279966284,True,8.52526811286225e-05,0.0446873406594591,0.0005406601558206603,0.004609984279966284,0.08563281597889727,0.031471448441038774,,,,,,,,,,,
natural_residual_w4_c1.0_step100,natural_residual,natural_residual,4,1.0,100,31.023101806640625,0.8850472569465637,,25.92874526977539,25.45836639404297,0.05000000074505806,0.003975295049002625,True,6.540974936797284e-05,0.0368159807621339,0.0009803312015719712,0.003975295049002625,0.07039442430686904,0.02576853840776039,,,,,,,,,,,
natural_residual_w4_c1.0_step200,natural_residual,natural_residual,4,1.0,200,30.271255493164062,0.8607792854309082,,24.863597869873047,24.601459503173828,0.25,0.003979018071589735,True,8.180040204024408e-05,0.03601803482593482,0.0012031456353724934,0.003979018071589735,0.06685188458504854,0.02531292809482011,,,,,,,,,,,
