candidate,source,method,bits,clip,step,psnr,ssim,psnr_p05,min_psnr,quality_violation_fraction,target_mse,feasible,semantic_lowpass_mse,selection_objective,generated_reference_mse,natural_validation_mse,natural_validation_lpips,natural_validation_residual,natural_validation_spectral,code_change_fraction_vs_rtn,code_offset_rms,code_offset_ge_one_fraction
natural_residual_qat_w8_c1.0_step500,natural_residual_qat,natural_residual_qat,8,1.0,500,39.27560806274414,0.9855680465698242,34.27362060546875,34.060672760009766,0.0,0.004089681146979274,True,1.0324422487428819e-05,0.03879156875602803,0.00014905106309015537,0.004089681146979274,0.07736280086101033,0.026944958677972863,,0.01999145932495594,0.02943224329372206,0.0
natural_residual_qat_w8_c1.0_step600,natural_residual_qat,natural_residual_qat,8,1.0,600,38.94925308227539,0.9843894839286804,33.9946174621582,33.747703552246094,0.0,0.004078217213645985,True,1.0850592298083939e-05,0.038657151459347006,0.00016005709603632566,0.004078217213645985,0.07709434102434898,0.026847798958669955,,0.02134532667696476,0.03150252112437607,0.0
natural_residual_qat_w8_c1.0_step700,natural_residual_qat,natural_residual_qat,8,1.0,700,38.74749755859375,0.9835243225097656,33.79283142089844,33.521724700927734,0.0,0.004069150388090748,True,1.1192553336059063e-05,0.0385631302519414,0.0001675374996921164,0.004069150388090748,0.07693209718127036,0.0267783850390515,,0.022315753623843193,0.03299693113056806,0.0
natural_residual_qat_w8_c1.0_step800,natural_residual_qat,natural_residual_qat,8,1.0,800,38.60852813720703,0.9829003214836121,33.65138244628906,33.366817474365234,0.0,0.004065000895138837,True,1.169721979294991e-05,0.03850216486705449,0.00017299032006121707,0.004065000895138837,0.07678947832027916,0.026734821700301836,,0.02294476330280304,0.033963839997063205,0.0
natural_residual_qat_w8_c1.0_step900,natural_residual_qat,natural_residual_qat,8,1.0,900,38.53662109375,0.9825701713562012,33.5742301940918,33.288604736328125,0.0,0.004062869668132407,True,1.1921586610696977e-05,0.03846648759581512,0.0001759055341608473,0.004062869668132407,0.07669595642801141,0.02671017911166018,,0.02331598848104477,0.034544478006445035,0.0
natural_residual_qat_w8_c1.0_step1000,natural_residual_qat,natural_residual_qat,8,1.0,1000,38.4806022644043,0.9822637438774109,33.51029586791992,33.22303009033203,0.0,0.0040609723076840964,True,1.204852546834445e-05,0.03843927169066319,0.0001782950008418993,0.0040609723076840964,0.0766442063904833,0.026689781692994075,,0.023607926443219185,0.034996248106941276,0.0
natural_full_finetune_w32_c1.0_step0,marked_fp32_fallback,natural_full_finetune,32,1.0,0,120.0,1.0,120.0,120.0,0.0,0.0044825395657994704,True,0.0,0.012001216937790105,0.0,0.0044825395657994704,0.07518677371990634,,,,,
natural_full_finetune_w32_c1.0_step100,natural_full_finetune,natural_full_finetune,32,1.0,100,28.00972557067871,0.8103721737861633,23.915142059326172,23.107627868652344,0.44999998807907104,0.004574072313914712,True,0.0002371277383645065,0.013043185576896122,0.0018744874425465242,0.004574072313914712,0.08469113262981409,,,,,
natural_full_finetune_w32_c1.0_step200,natural_full_finetune,natural_full_finetune,32,1.0,200,27.938373565673828,0.8087543249130249,23.38719940185547,22.39034652709961,0.4000000059604645,0.0044547662525360465,True,0.00029756621006526984,0.013045603119178396,0.0019876245845807717,0.0044547662525360465,0.08590836866642348,,,,,
natural_full_finetune_w32_c1.0_step300,natural_full_finetune,natural_full_finetune,32,1.0,300,28.154346466064453,0.8038975596427917,23.475536346435547,23.16018295288086,0.44999998807907104,0.004336711535472659,True,0.0002151760101696709,0.012131993841796885,0.0018647947610588745,0.004336711535472659,0.07795282306324225,,,,,
natural_full_finetune_w32_c1.0_step400,natural_full_finetune,natural_full_finetune,32,1.0,400,28.24123191833496,0.81207674741745,23.48760414123535,23.135881423950195,0.4000000059604645,0.004268945491674003,True,0.00025404387997696176,0.012089946841331313,0.0018248417763970792,0.004268945491674003,0.07821001349657308,,,,,
natural_full_finetune_w32_c1.0_step500,natural_full_finetune,natural_full_finetune,32,1.0,500,28.476821899414062,0.8107450604438782,23.730175018310547,22.96733856201172,0.44999998807907104,0.004126956266702564,True,0.00018116692463081562,0.011189062256164561,0.0017644999286858365,0.004126956266702564,0.07062105989461998,,,,,
natural_full_finetune_w32_c1.0_step600,natural_full_finetune,natural_full_finetune,32,1.0,600,28.73378562927246,0.8132063746452332,23.50992202758789,23.174278259277344,0.44999998807907104,0.004044603277066017,True,0.00013400029129115865,0.010731706896399374,0.001676101428165566,0.004044603277066017,0.06687103619333357,,,,,
natural_full_finetune_w32_c1.0_step700,natural_full_finetune,natural_full_finetune,32,1.0,700,28.8487606048584,0.8165000081062317,23.69623374938965,23.208175659179688,0.4000000059604645,0.004003818317414698,True,0.00014089649830566485,0.010328880742144976,0.001643064504605718,0.004003818317414698,0.06325062424730277,,,,,
natural_full_finetune_w32_c1.0_step800,natural_full_finetune,natural_full_finetune,32,1.0,800,29.034475326538086,0.8209251165390015,23.832069396972656,23.335695266723633,0.4000000059604645,0.0039433923150795636,True,0.00011068046678701649,0.010054937949564646,0.0015822062021470628,0.0039433923150795636,0.06111545634485083,,,,,
natural_full_finetune_w32_c1.0_step900,natural_full_finetune,natural_full_finetune,32,1.0,900,29.174707412719727,0.8243752717971802,23.99640464782715,23.494909286499023,0.4000000059604645,0.00387101740483331,True,0.00011435229334892938,0.009861169905650512,0.0015291971285478212,0.00387101740483331,0.05990152500817203,,,,,
natural_full_finetune_w32_c1.0_step1000,natural_full_finetune,natural_full_finetune,32,1.0,1000,29.188350677490234,0.8232105374336243,23.939945220947266,23.46039581298828,0.4000000059604645,0.0038729579635798927,True,0.00010397482637927168,0.009768475078493566,0.0015335083488025702,0.0038729579635798927,0.05895517114913673,,,,,
